Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,Disposition,Mastery,Magazine,MaxAmmo,Reload,ShotType,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Braton Prime,Auto,Normal Attack,1.75,12.25,21,0,0,0,0,0,0,0,0,0,0,0,35,35,0.12,2,39.2,375.536,294.62430829419,26460,0.26,nil,0.26,2.4908,1,9.58,1.25,8,75,600,2.15,Hit-Scan,0,28.6,Update 9.0,7/13/2013,Primary,Rifle,Rifle,300,/Lotus/Weapons/Tenno/Rifle/BratonPrime,Braton,0,inf,1
Veldt,Semi-Auto,Normal Attack,23.4,23.4,43.2,0,0,0,0,0,0,0,0,0,0,0,90,90,0.22,2.2,113.76,417.4992,332.91354965344,65070.72,0.22,nil,0.22,0.8074,1,3.67,1.3,8,26,546,1.8,Hit-Scan,0,32,Update 22.18,4/20/2018,Primary,Rifle,Rifle,300,/Lotus/Weapons/Tenno/LongGuns/TnRevolverRifle/TnRevolverRifleGun,Veldt,0,inf,1
Drakgoon,Charge,Uncharged Shot,8,8,24,0,0,0,0,0,0,0,0,0,0,0,40,400,0.05,2,420,1398.6,667.86274643564,53340,0.063,nil,0.63,2.0979,10,3.33,1.4,5,7,120,2.3,Projectile,1.5,1.4,Update 11.6,1/8/2014,Primary,Shotgun,Shotgun,0,/Lotus/Weapons/Grineer/LongGuns/GrineerFlakCannon/FlakCannon,Drakgoon,0,inf,1
Drakgoon,Charge,Charged Shot,7,7,56,0,0,0,0,0,0,0,0,0,0,0,70,700,0.075,2,752.5,1505,908.18965517241,95567.5,0.069,nil,0.69,0.86217636,10,3.33,1.4,5,7,120,2.3,Projectile,2,1.4,Update 11.6,1/8/2014,Primary,Shotgun,Shotgun,0,/Lotus/Weapons/Grineer/LongGuns/GrineerFlakCannon/FlakCannon,Drakgoon,0,inf,1
Artemis Bow Prime,Charge,Base Uncharged Shot,33.6,192,14.4,0,0,0,0,0,0,0,0,0,0,0,240,1680,0.25,2,2100,2333.333333,1105.2631578947,inf,0.2,nil,1.4,1.555555556,7,1,-nan,0,1,inf,0.9,Projectile,1,100,Hotfix 27.0.4,12/17/2019,Primary,Exalted Weapon,Energy,0,/Lotus/Powersuits/Ranger/PrimeExaltedBow,nil,0,inf,1
Artemis Bow Prime,Charge,Base Charged Shot,33.6,192,14.4,0,0,0,0,0,0,0,0,0,0,0,240,1680,0.25,2,2100,2100,1105.2631578947,inf,0.2,nil,1.4,0.736842105,7,1,-nan,0,1,inf,0.9,Projectile,1,100,Hotfix 27.0.4,12/17/2019,Primary,Exalted Weapon,Energy,0,/Lotus/Powersuits/Ranger/PrimeExaltedBow,nil,0,inf,1
Artemis Bow Prime,Charge,Concentrated Arrow Shot,33.6,192,14.4,0,0,0,0,0,0,0,0,0,0,0,240,240,0.25,2,300,333.3333333,157.89473684211,inf,0.2,nil,1.2,1.333333333,1,1,-nan,0,1,inf,0.9,Projectile,0,100,Hotfix 27.0.4,12/17/2019,Primary,Exalted Weapon,Energy,0,/Lotus/Powersuits/Ranger/PrimeExaltedBow,nil,0,inf,1
Artemis Bow Prime,Charge,Concentrated Arrow Headshot Explosion,0,0,0,0,0,0,0,500,0,0,0,0,0,0,500,500,0.75,2,875,875,460.52631578947,inf,0,nil,0,0,1,1,-nan,0,1,inf,0.9,AoE,0,100,Hotfix 27.0.4,12/17/2019,Primary,Exalted Weapon,Energy,7,/Lotus/Powersuits/Ranger/PrimeExaltedBow,nil,0,7,0
Ignis Wraith,Held,Normal Attack,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35,35,0.17,2.5,43.925,351.4,339.84526112186,87850,0.29,nil,0.29,2.32,1,8,0.55,9,200,800,1.7,Discharge,0,100,Update 19.12,3/2/2017,Primary,Rifle,Rifle,27,/Lotus/Weapons/ClanTech/Chemical/FlameThrowerWraith,Ignis,0,inf,1
Kuva Karak,Auto,Normal Attack,7.1,6.2,9.7,0,0,0,0,0,0,0,0,0,0,0,23,36.8,0.23,2.1,46.1104,538.108368,419.27877380648,28127.344,0.31,nil,0.31,3.6177,1,11.67,1,13,70,540,1.7,Hit-Scan,0.2,80,Update 26.0,10/31/2019,Primary,Rifle,Rifle,300,/Lotus/Weapons/Grineer/KuvaLich/LongGuns/Karak/KuvaKarak,Karak,0,inf,1
Tonkor,Semi-Auto,Grenade Impact,0,75,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0.25,2.5,103.125,60.66176471,51.167044920958,3196.875,0.1,nil,1.1,0.647058824,1,3.17,1.3,5,1,30,1.7,Projectile,0,100,Update 16.4,4/23/2015,Primary,Launcher,Sniper,0,/Lotus/Weapons/Grineer/LongGuns/GrnGrenadeLauncher/GrnGrenadeLauncher,Tonkor,0,inf,1
Tonkor,Semi-Auto,Grenade Explosion,0,0,0,0,0,0,0,650,0,0,0,0,0,0,650,650,0.25,2.5,893.75,525.7352941,443.4477226483,27706.25,0.1,nil,0.1,0.058823529,1,3.17,1.3,5,1,30,1.7,AoE,0,100,Update 16.4,4/23/2015,Primary,Launcher,Sniper,7,/Lotus/Weapons/Grineer/LongGuns/GrnGrenadeLauncher/GrnGrenadeLauncher,Tonkor,0,7,0.7
Vulkar Wraith,Semi-Auto,Unzoomed,245.7,27.3,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0.2,2,327.6,655.2,374.4,26208,0.25,nil,1.25,2.5,1,2,1.4,7,8,72,3,Hit-Scan,1,13.3,Hotfix 18.4.1,1/25/2016,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/VulkarWraith,Vulkar,400,600,0.5
Vulkar Wraith,Semi-Auto,2.5x Zoom,245.7,27.3,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0.2,2,327.6,655.2,374.4,26208,0.25,nil,1.25,2.5,1,2,1.4,7,8,72,3,Hit-Scan,1,13.3,Hotfix 18.4.1,1/25/2016,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/VulkarWraith,Vulkar,400,600,0.5
Vulkar Wraith,Semi-Auto,4x Zoom,245.7,27.3,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0.2,2,327.6,655.2,374.4,26208,0.25,nil,1.25,2.5,1,2,1.4,7,8,72,3,Hit-Scan,1,13.3,Hotfix 18.4.1,1/25/2016,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/VulkarWraith,Vulkar,400,600,0.5
Vulkar Wraith,Semi-Auto,8x Zoom,245.7,27.3,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0.2,2,327.6,655.2,374.4,26208,0.25,nil,1.25,2.5,1,2,1.4,7,8,72,3,Hit-Scan,1,13.3,Hotfix 18.4.1,1/25/2016,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/VulkarWraith,Vulkar,400,600,0.5
Zhuge Prime,Auto,Arrow Impact,10,22.5,17.5,0,0,0,0,0,0,0,0,0,0,0,50,50,0.26,2,63,346.5,223.54838709677,18900,0.3,nil,0.3,1.65,1,5.5,1.15,14,30,270,3,Projectile,0,40,Update 25.3,7/6/2019,Primary,Crossbow,Rifle,0,/Lotus/Weapons/Tenno/LongGuns/PrimeZhuge/PrimeZhugeCrossbow,Zhuge,0,inf,1
Zhuge Prime,Auto,Arrow Explosion,11.2,4,24.8,0,0,0,0,0,0,0,0,0,0,0,40,40,0.26,2,50.4,277.2,178.83870967742,15120,0.3,nil,0.3,1.65,1,5.5,1.15,14,30,270,3,AoE,0,40,Update 25.3,7/6/2019,Primary,Crossbow,Rifle,2.6,/Lotus/Weapons/Tenno/LongGuns/PrimeZhuge/PrimeZhugeCrossbow,Zhuge,0,2.6,0.3
Zenith,Auto / Semi,Auto Mode,4.5,6,19.5,0,0,0,0,0,0,0,0,0,0,0,30,30,0.1,2,33,357.39,299.68973613596,20790,0.34,nil,0.34,3.6822,1,10.83,1.1,10,90,540,1.6,Hit-Scan,0,33.33,Update 20.2,4/12/2017,Primary,Rifle,Rifle,300,/Lotus/Weapons/Tenno/LongGuns/LoginPrimary/SundialRifle,Zenith,0,inf,1
Zenith,Semi-Auto,Semi-Auto Mode,15,120,15,0,0,0,0,0,0,0,0,0,0,0,150,150,0.35,2.5,228.75,686.25,601.97368421053,48037.5,0.08,nil,0.08,0.24,1,3,1.1,10,90,540,1.4,Hit-Scan,99999,33.33,Update 20.2,4/12/2017,Primary,Rifle,Rifle,300,/Lotus/Weapons/Tenno/LongGuns/LoginPrimary/SundialRifle,Zenith,0,inf,1
Vulkar,Semi-Auto,Unzoomed,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,1.45,3,6,72,3,Hit-Scan,1,13.3,Update 8.0,5/23/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vulkar,Semi-Auto,2.5x Zoom,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,1.45,3,6,72,3,Hit-Scan,1,13.3,Update 8.0,5/23/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vulkar,Semi-Auto,4x Zoom,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,1.45,3,6,72,3,Hit-Scan,1,13.3,Update 8.0,5/23/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vulkar,Semi-Auto,8x Zoom,180,33.8,11.2,0,0,0,0,0,0,0,0,0,0,0,225,225,0.2,2,270,405,231.42857142857,21060,0.25,nil,1.25,1.875,1,1.5,1.45,3,6,72,3,Hit-Scan,1,13.3,Update 8.0,5/23/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Grineer/LongGuns/GrineerSniperRifle/GrnSniperRifle,Vulkar,400,600,0.5
Vectis Prime,Semi-Auto,Unzoomed,140,157.5,52.5,0,0,0,0,0,0,0,0,0,0,0,350,350,0.3,2,455,1214.85,505.81867388363,33670,0.3,nil,1.3,3.471,1,2.67,0.85,14,2,72,0.85,Hit-Scan,1,13.3,Update 16.11,7/7/2015,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Tenno/LongGuns/PrimeVectis/PrimeVectisRifle,Vectis,400,600,0.5
Vectis Prime,Semi-Auto,3.5x Zoom,140,157.5,52.5,0,0,0,0,0,0,0,0,0,0,0,350,350,0.3,2,455,1214.85,505.81867388363,33670,0.3,nil,1.3,3.471,1,2.67,0.85,14,2,72,0.85,Hit-Scan,1,13.3,Update 16.11,7/7/2015,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Tenno/LongGuns/PrimeVectis/PrimeVectisRifle,Vectis,400,600,0.5
Vectis Prime,Semi-Auto,6x Zoom,140,157.5,52.5,0,0,0,0,0,0,0,0,0,0,0,350,350,0.3,2,455,1214.85,505.81867388363,33670,0.3,nil,1.3,3.471,1,2.67,0.85,14,2,72,0.85,Hit-Scan,1,13.3,Update 16.11,7/7/2015,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Tenno/LongGuns/PrimeVectis/PrimeVectisRifle,Vectis,400,600,0.5
Nataruk,Semi-Auto,Quick Shot,0,405,45,0,0,0,0,0,0,0,0,0,0,0,450,450,0.2,1.8,522,10440,497.14285714286,inf,0.3,nil,1.3,26,1,1,0.55,0,1,inf,0.05,Projectile,0,16.7,Update 31,12/15/2021,Primary,Bow,None,0,/Lotus/Weapons/Tenno/Bows/Omicrus/OmicrusPlayerWep,Nataruk,0,inf,1
Nataruk,Charge,Charged Shot,0,648,252,0,0,0,0,0,0,0,0,0,0,0,900,900,0.5,2.2,1440,1440,1371.4285714286,inf,0.5,nil,0.5,0.476190476,1,1,0.55,0,1,inf,0.05,Projectile,0,16.7,Update 31,12/15/2021,Primary,Bow,None,0,/Lotus/Weapons/Tenno/Bows/Omicrus/OmicrusPlayerWep,Nataruk,0,inf,1
Nataruk,Charge,Perfect Shot,0,648,252,0,0,0,0,0,0,0,0,0,0,0,900,900,0.6,2.4,1656,1656,1577.1428571429,inf,0.5,nil,0.5,0.476190476,1,0.67,0.55,0,1,inf,0.05,Projectile,0,16.7,Update 31,12/15/2021,Primary,Bow,None,0,/Lotus/Weapons/Tenno/Bows/Omicrus/OmicrusPlayerWep,Nataruk,0,inf,1
Lanka,Charge,Uncharged Shot,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,200,0.2,2,240,727.2727273,452.83018867925,19680,0.25,nil,0.25,0.757575758,1,inf,1.05,10,10,72,2,Projectile,0,0,Update 8.0,5/23/2013,Primary,Sniper Rifle,Sniper,0,/Lotus/Weapons/ClanTech/Energy/Railgun,Lanka,400,600,0.5
Lanka,Charge,Charged Shot,0,0,0,0,525,0,0,0,0,0,0,0,0,0,525,525,0.25,2,656.25,656.25,546.875,53812.5,0.25,nil,0.25,0.25,1,inf,1.05,10,10,72,2,Projectile,5,100,Update 8.0,5/23/2013,Primary,Sniper Rifle,Sniper,0,/Lotus/Weapons/ClanTech/Energy/Railgun,Lanka,0,inf,1
Vaykor Hek,Semi-Auto,Normal Attack,11.25,48.75,15,0,0,0,0,0,0,0,0,0,0,0,75,525,0.25,2,656.25,1968.75,1067.7966101695,84000,0.107,nil,0.749,2.247,7,3,1.1,12,8,120,2.25,Hit-Scan,0,9.1,Update 17.3,9/2/2015,Primary,Shotgun,Shotgun,300,/Lotus/Weapons/Syndicates/SteelMeridian/LongGuns/SMHek,Hek,10,25,0.7333
Mutalist Cernos,Semi-Auto,Uncharged Shot,184.5,10.25,10.25,0,0,0,0,0,0,0,0,0,0,0,205,205,0.15,2,235.75,392.9166667,147.34375,17209.75,0.49,nil,0.49,0.816666667,1,1,1.35,7,1,72,0.6,Projectile,0,16.7,Update 18.5,3/4/2016,Primary,Bow,Sniper,0,/Lotus/Weapons/Infested/Bow/InfCernosBow/InfCernos,Mutalist Cernos,0,inf,1
Mutalist Cernos,Charge,Charged Shot,369,20.5,20.5,0,0,0,0,0,0,0,0,0,0,0,410,410,0.15,2,471.5,785.8333333,428.63636363636,34419.5,0.49,nil,0.49,0.445454545,1,1,1.35,7,1,72,0.6,Projectile,1,16.7,Update 18.5,3/4/2016,Primary,Bow,Sniper,0,/Lotus/Weapons/Infested/Bow/InfCernosBow/InfCernos,Mutalist Cernos,0,inf,1
Glaxion Vandal,Held,Normal Attack,0,0,0,29,0,0,0,0,0,0,0,0,0,0,29,29,0.14,2,33.06,396.72,326.25,36366,0.38,nil,0.38,4.56,1,12,1.25,12,100,1000,1.8,Discharge,0,100,Update 25.0,5/22/2019,Primary,Rifle,Rifle,28,/Lotus/Weapons/Corpus/LongGuns/CrpFreezeRay/Vandal/CrpFreezeRayVandalRifle,Glaxion,0,inf,1
Trumna,Auto,Auto,29,0,0,0,0,53,0,0,0,0,0,0,0,0,82,82,0.24,2.2,105.616,493.22672,441.66261025297,63369.6,0.3,nil,0.3,1.401,1,4.67,0.8,13,200,400,5,Hit-Scan,0,200,Update 29.0,8/25/2020,Primary,Rifle,Rifle,300,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,inf,1
Trumna,Auto / Semi,Auto AoE,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,50,0.24,2.2,64.4,300.748,269.30646966644,38640,0.3,nil,0.3,1.401,1,4.67,0.8,13,200,400,5,AoE,0,200,Update 29.0,8/25/2020,Primary,Rifle,Rifle,1.6,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,1.6,0.15
Trumna,Semi-Auto,Grenade Impact,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0.38,2.4,153.2,203.756,197.19912896201,91920,0.5,nil,0.5,0.665,1,1.33,0.8,13,200,400,5,nil,0,9.1,Update 29.0,8/25/2020,Primary,Rifle,Rifle,0,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,inf,1
Trumna,Auto / Semi,Grenade Bounce AoE,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,1000,1000,0.38,2.4,1532,2037.56,1971.9912896201,919200,0.5,nil,0.5,0.665,1,1.33,0.8,13,200,400,5,AoE,0,200,Update 29.0,8/25/2020,Primary,Rifle,Rifle,6,/Lotus/Weapons/Thanotech/ThanoRifle/ThanotechRifle,Trumna,0,6,0.4
Torid,Semi-Auto,Grenade Impact,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0.15,2,115,172.5,114.23841059603,7475,0.23,nil,0.23,0.345,1,1.5,1.3,4,5,60,1.7,Projectile,0,100,Update 8.0,5/23/2013,Primary,Launcher,Sniper,0,/Lotus/Weapons/ClanTech/Bio/BioWeapon,Torid,0,inf,1
Torid,Semi-Auto,Poison Cloud,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,40,0.15,2,46,46,34.328358208955,2990,0.23,nil,0.23,0.23,1,1,1.3,4,5,60,1.7,AoE,0,100,Update 8.0,5/23/2013,Primary,Launcher,Sniper,3,/Lotus/Weapons/ClanTech/Bio/BioWeapon,Torid,0,3,1
Daikyu,Charge,Charged Shot,210,280,210,0,0,0,0,0,0,0,0,0,0,0,700,700,0.34,2,938,938,586.25,68474,0.46,nil,1.46,0.9125,1,1,1.25,10,1,72,0.6,Projectile,3,16.7,Update 16.5,5/12/2015,Primary,Bow,Sniper,0,/Lotus/Weapons/Tenno/Bows/AsymetricalBow/AsymetricalBow,Daikyu,0,inf,1
Tetra,Auto,Normal Attack,6.4,25.6,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.04,1.5,32.64,217.7088,178.10919007363,19584,0.2,nil,0.2,1.334,1,6.67,1.5,3,60,540,2,Projectile,0,18.2,Update 11.8,1/22/2014,Primary,Rifle,Rifle,0,/Lotus/Weapons/Corpus/LongGuns/CorpusUMP/CorpusUMP,Tetra,0,inf,1
Grakata,Auto,Normal Attack,4.4,3.7,2.9,0,0,0,0,0,0,0,0,0,0,0,11,11,0.25,2,13.75,275,152.77777777778,11137.5,0.2,nil,0.2,4,1,20,1.35,5,60,750,2.4,Hit-Scan,0,28.6,Update 7.8,4/19/2013,Primary,Rifle,Rifle,300,/Lotus/Weapons/Grineer/LongGuns/GrineerAssaultRifle/GrnAssaultRifle,Grakata,0,inf,1
Astilla,Auto,Slug Impact,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0.17,1.9,80.71,349.4743,226.74731549067,10330.88,0.33,nil,1.33,5.7589,1,4.33,1.25,10,16,112,2,Projectile,0,25,Update 22.0,10/12/2017,Primary,Shotgun,Shotgun,0,/Lotus/Weapons/Tenno/LongGuns/TnGlassShotgun/TnGlassShotgunGun,Astilla,30,60,0.5
Astilla,Auto,Glass Explosion,0,42,78,0,0,0,0,0,0,0,0,0,0,0,120,120,0.17,1.9,138.36,599.0988,388.7096836983,17710.08,0.33,nil,0.33,1.4289,1,4.33,1.25,10,16,112,2,AoE,0,25,Update 22.0,10/12/2017,Primary,Shotgun,Shotgun,2.4,/Lotus/Weapons/Tenno/LongGuns/TnGlassShotgun/TnGlassShotgunGun,Astilla,0,2.4,0.3
Cernos,Semi-Auto,Uncharged Shot,171,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,190,190,0.36,2,258.4,430.6666667,161.5,18863.2,0.18,nil,0.18,0.3,1,1,1.3,6,1,72,0.6,Projectile,0,16.7,Update 11.1,11/27/2013,Primary,Bow,Sniper,0,/Lotus/Weapons/Tenno/Bows/AntlerBow/AntlerBow,Cernos,0,inf,1
Cernos,Charge,Charged Shot,342,19,19,0,0,0,0,0,0,0,0,0,0,0,380,380,0.36,2,516.8,861.3333333,469.81818181818,37726.4,0.18,nil,0.18,0.163636364,1,1,1.3,6,1,72,0.6,Projectile,1,16.7,Update 11.1,11/27/2013,Primary,Bow,Sniper,0,/Lotus/Weapons/Tenno/Bows/AntlerBow/AntlerBow,Cernos,0,inf,1
Telos Boltor,Auto,Normal Attack,3,27,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0.3,2.4,42.6,397.458,318.27194106342,26838,0.16,nil,0.16,1.4928,1,9.33,1.2,12,90,540,2.4,Projectile,0,25,Update 17.3,9/2/2015,Primary,Rifle,Rifle,0,/Lotus/Weapons/Syndicates/ArbitersOfHexis/LongGuns/AHBoltor,Boltor,0,inf,1
Sybaris Prime,Burst,Normal Attack,29.04,29.04,29.92,0,0,0,0,0,0,0,0,0,0,0,88,88,0.3,2,228.8,539.968,706.17283950617,128128,0.25,nil,0.25,1.18,1,4.72,1.2,12,20,540,2,Hit-Scan,0,25,Hotfix 20.6.2,5/30/2017,Primary,Rifle,Rifle,300,/Lotus/Weapons/Tenno/LongGuns/PrimeSybaris/PrimeSybarisRifle,Sybaris,0,inf,1
Sybaris,Burst,Normal Attack,26.4,26.4,27.2,0,0,0,0,0,0,0,0,0,0,0,80,80,0.25,2,200,398,327.86885245902,110000,0.1,nil,0.1,0.398,1,3.98,1.3,5,10,540,2,Hit-Scan,0,28.6,Update 13.3,5/14/2014,Primary,Rifle,Rifle,300,/Lotus/Weapons/Tenno/LongGuns/TnoLeverAction/TnoLeverActionRifle,Sybaris,0,inf,1
Supra Vandal,Auto-Spool,Fully Spooled,4,30,6,0,0,0,0,0,0,0,0,0,0,0,40,40,0.16,2,46.4,580,515.55555555556,88160,0.3,nil,0.3,3.75,1,12.5,1,14,300,1600,3,Projectile,0,28.6,Update 20.4,5/4/2017,Primary,Rifle,Rifle,0,/Lotus/Weapons/Corpus/LongGuns/Machinegun/SupraVandal,Supra,0,inf,1
Quanta Vandal,Held,Beam,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,26,0.22,2.4,34.008,408.096,359.55594713656,43530.24,0.45,nil,0.9,10.8,2,12,1.4,10,80,560,1.8,Discharge,0,100,Update 16.4,4/23/2015,Primary,Rifle,Rifle,50,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Quanta Vandal,Held,Cube (shot by player),0,0,0,0,0,0,0,600,0,0,0,0,0,0,600,600,0.05,1.5,615,2460,2256.880733945,393600,0.26,nil,0.26,1.04,1,4,1.4,10,80,560,1.8,nil,0,100,Update 16.4,4/23/2015,Primary,Rifle,Rifle,6,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Quanta Vandal,Held,Cube (direct hit),0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0.05,1.5,102.5,410,215.78947368421,6560,0.26,nil,0.26,1.04,1,4,1.4,10,80,560,1.8,Projectile,0,25,Update 16.4,4/23/2015,Primary,Rifle,Rifle,15,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Quanta Vandal,Held,Cube Explosion,0,0,0,0,0,0,0,150,0,0,0,0,0,0,150,150,0.05,1.5,153.75,615,564.22018348624,98400,0.26,nil,0.26,1.04,1,4,1.4,10,80,560,1.8,AoE,0,100,Update 16.4,4/23/2015,Primary,Rifle,Rifle,0.5,/Lotus/Weapons/Corpus/LongGuns/CrpShockRifle/QuantaVandal,Quanta,0,inf,1
Strun Wraith,Semi-Auto,Normal Attack,26,6,8,0,0,0,0,0,0,0,0,0,0,0,40,400,0.18,2.2,486.4,1216,540.44444444444,63232,0.12,nil,11.2,28,10,2.5,1.35,10,10,120,5,Hit-Scan,0,6.7,Hotfix 9.7.2,9/3/2013,Primary,Shotgun,Shotgun,300,/Lotus/Weapons/Tenno/Shotgun/ShotgunVandal,Strun,15,30,0.5
Strun Prime,Semi-Auto,Normal Attack,19.8,6.6,17.6,0,0,0,0,0,0,0,0,0,0,0,44,528,0.24,2.2,680.064,2264.61312,894.46761987519,88408.32,0.0667,nil,0.8004,2.665332,12,3.33,0.9,14,10,120,4.6,Hit-Scan,0.8,9.1,Update 30.7,9/8/2021,Primary,Shotgun,Shotgun,300,/Lotus/Weapons/Tenno/LongGuns/PrimeStrun/PrimeStrunWeapon,Strun,26,52,0.5
Prisma Gorgon,Auto-Spool,Fully Spooled,17.25,3.45,2.3,0,0,0,0,0,0,0,0,0,0,0,23,23,0.3,2.3,31.97,453.0149,334.51349455418,30691.2,0.15,nil,0.15,2.1255,1,14.17,1.3,11,120,840,3,Hit-Scan,0,20,Hotfix 15.11.1,1/22/2015,Primary,Rifle,Rifle,300,/Lotus/Weapons/Grineer/LongGuns/VoidTraderGorgon/VTGorgon,Gorgon,0,inf,1
Strun,Semi-Auto,Normal Attack,13.75,3.75,7.5,0,0,0,0,0,0,0,0,0,0,0,25,300,0.075,1.5,311.25,778.125,303.65853658537,39217.5,0.05,nil,0.6,1.5,12,2.5,1.4,1,6,120,3.75,Hit-Scan,0,4,Vanilla,10/25/2012,Primary,Shotgun,Shotgun,300,/Lotus/Weapons/Tenno/Shotgun/Shotgun,Strun,12,25,0.4
Snipetron Vandal,Semi-Auto,Unzoomed,10,180,10,0,0,0,0,0,0,0,0,0,0,0,200,200,0.28,2,256,512,307.2,19968,0.16,nil,0.16,0.32,1,2,1.25,5,6,72,2,Hit-Scan,3,13.3,Hotfix 8.3.2,7/8/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Tenno/Rifle/VandalSniperRifle,Snipetron,400,600,0.5
Snipetron Vandal,Semi-Auto,2.5x Zoom,10,180,10,0,0,0,0,0,0,0,0,0,0,0,200,200,0.28,2,256,512,307.2,19968,0.16,nil,0.16,0.32,1,2,1.25,5,6,72,2,Hit-Scan,3,13.3,Hotfix 8.3.2,7/8/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Tenno/Rifle/VandalSniperRifle,Snipetron,400,600,0.5
Snipetron Vandal,Semi-Auto,6x Zoom,10,180,10,0,0,0,0,0,0,0,0,0,0,0,200,200,0.28,2,256,512,307.2,19968,0.16,nil,0.16,0.32,1,2,1.25,5,6,72,2,Hit-Scan,3,13.3,Hotfix 8.3.2,7/8/2013,Primary,Sniper Rifle,Sniper,1000,/Lotus/Weapons/Tenno/Rifle/VandalSniperRifle,Snipetron,400,600,0.5
Sporothrix,Semi-Auto,Unzoomed,100.17,115.01,155.82,0,0,0,0,0,0,0,0,0,0,0,371,371,0.01,3,378.42,692.5086,447.06817301485,20434.68,0.53,nil,0.53,0.9699,1,1.83,1.3,13,9,45,2.7,Projectile,0,100,Update 29.5,11/19/2020,Primary,Sniper Rifle,Sniper,0,/Lotus/Weapons/Infested/LongGuns/InfSniperRifle/InfSniperRifle,Sporothrix,400,600,0.5
